ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
3113	1800	4	20	20	100	100.0	3	100	100.0
3114	1787	2	20	20	100	100.0	9	100	100.0
3115	1792	3	20	20	100	100.0	5	100	100.0
3116	1784	3	20	20	100	100.0	4	100	100.0
3117	1792	6	20	20	100	100.0	7	100	100.0
3118	1765	2	20	20	100	100.0	6	100	100.0
3119	1763	4	20	20	100	100.0	9	100	100.0
3120	1756	7	20	20	0	0	7	0	0
3121	1771	2	20	20	100	100.0	9	100	100.0
3122	1750	1	20	20	100	10.0	7	100	28.0
3123	1665	7	20	20	100	100.0	3	100	100.0
3124	1584	6	20	20	100	100.0	5	100	100.0
3125	1556	3	20	20	100	95.0	4	100	75.0
3126	1406	3	20	20	100	98.33333333333333	3	100	100.0
3127	1374	3	20	20	100	98.33333333333333	9	100	100.0
3128	1372	3	20	20	100	98.33333333333333	4	100	91.66666666666667
3129	1360	9	20	20	100	100.0	2	100	100.0
3130	1356	3	20	20	100	100.0	6	100	100.0
3131	1342	3	20	20	100	100.0	4	100	100.0
3132	956	8	20	20	100	25.0	3	100	100.0
3133	800	3	20	20	100	91.66666666666667	0	0	0
3134	827	6	20	20	100	100.0	0	0	0
3135	868	5	20	20	100	95.0	0	0	0
3136	912	8	20	20	100	100.0	0	0	0
3137	920	11	20	20	100	100.0	0	0	0
3138	902	13	20	20	100	100.0	0	0	0
3139	874	1	20	18	100	100.0	0	0	0
3140	687	3	20	20	100	100.0	0	0	0
3141	612	6	20	20	100	100.0	0	0	0
3142	530	2	20	20	100	100.0	0	0	0
3143	980	2	20	20	100	100.0	0	0	0
3144	1025	1	20	20	100	50.0	5	100	60.0
3145	1285	4	20	20	100	85.0	8	100	75.0
3146	1619	6	20	20	66	77.5	11	66	72.0
3147	1983	4	20	20	100	75.0	14	100	78.0
3148	1986	11	20	20	100	10.0	6	100	33.0
3149	1960	5	20	20	100	24.0	11	100	43.2
3150	1948	3	20	20	100	10.0	18	100	11.0
3151	2000	7	20	20	0	0	18	0	0
3152	1898	6	20	20	100	25.0	16	100	25.0
3153	1996	6	20	20	100	10.0	19	100	10.0
3154	992	3	20	20	100	20.0	12	100	33.0
3155	1365	1	20	20	100	90.0	0	0	0
3156	1540	6	20	20	100	100.0	0	0	0
3157	1301	2	20	20	100	85.0	0	0	0
3158	1200	1	20	20	100	80.0	0	0	0
3159	1465	3	20	16	100	100.0	0	0	0
3160	77	7	1	1	100	100.0	0	0	0
3161	873	1	20	20	100	40.0	3	0	0
3162	1421	5	20	20	100	5.0	7	100	14.0
3163	1897	9	20	20	0	0	11	0	0
3164	1932	4	20	20	0	0	15	0	0
3165	1916	10	20	20	0	0	13	0	0
3166	1924	12	20	20	0	0	11	0	0
3167	1697	17	20	20	0	0	8	0	0
3168	540	1	10	10	100	100.0	0	0	0
3169	922	1	20	20	100	25.0	2	0	0
3170	1882	9	20	20	0	0	9	0	0
3171	1334	12	20	20	0	0	14	0	0
3172	1164	8	20	20	0	0	15	0	0
3173	1722	9	20	20	0	0	13	0	0
3174	1382	5	20	20	0	0	8	0	0
3175	442	1	12	10	100	50.0	3	100	33.0
3176	48	3	20	20	100	5.0	17	0	0
3177	772	3	13	13	100	69.0	4	0	0
3178	794	2	20	20	100	20.0	0	0	0
3179	1407	6	20	20	100	65.0	9	100	77.0
3180	1520	7	20	20	100	100.0	8	100	100.0
3181	1520	10	20	20	100	100.0	11	100	100.0
3182	1500	4	20	20	100	100.0	10	100	100.0
3183	936	2	20	20	100	65.0	9	100	100.0
3184	886	2	19	19	100	100.0	0	0	0
3185	680	1	20	20	100	80.0	0	0	0
3186	829	2	20	20	100	35.0	0	0	0
3187	1830	12	20	20	0	0	11	0	0
3188	1932	14	20	20	0	0	13	0	0
3189	1940	8	20	20	0	0	12	0	0
3190	1645	7	20	20	100	5.0	14	100	7.0
3191	980	2	18	18	100	94.0	4	100	75.0
3192	697	2	20	20	100	100.0	0	0	0
3193	1212	3	20	20	0	0	9	0	0
3194	1553	2	20	20	100	15.0	16	100	6.0
3195	1215	12	20	18	0	0	16	0	0
3196	334	1	10	10	100	70.0	0	0	0
3197	885	1	20	20	100	55.0	3	100	66.0
3198	1904	15	20	20	0	0	14	0	0
3199	1940	13	20	20	0	0	12	0	0
3200	1924	9	20	20	0	0	15	0	0
3201	1259	1	20	20	100	40.0	7	0	0
3202	1214	6	20	18	100	83.0	16	100	81.0
3203	1122	4	20	20	100	55.0	13	100	46.0
3204	932	3	20	20	100	98.33333333333333	2	100	83.33333333333333
3205	1452	1	20	20	100	5.0	5	100	20.0
3206	1409	8	20	20	100	5.0	17	100	5.0
3207	1144	13	20	20	0	0	13	0	0
3208	536	2	12	12	100	75.0	1	100	100.0
3209	815	1	20	20	0	0	3	0	0
3210	1765	9	20	20	100	5.0	15	100	6.0
3211	1668	3	20	20	100	5.0	13	100	7.0
3212	1004	4	20	20	100	30.0	13	100	7.0
3213	288	1	12	12	100	100.0	9	100	100.0
3214	1288	2	20	20	100	5.0	15	100	6.0
3215	1780	9	20	20	0	0	14	0	0
3216	1772	12	20	20	0	0	12	0	0
3217	1679	5	20	20	0	0	17	0	0
3218	1009	1	19	19	100	89.0	9	100	88.0
3219	794	1	20	20	100	25.0	14	100	35.0
3220	1591	17	20	20	0	0	15	0	0
3221	1772	17	20	20	0	0	12	0	0
3222	1759	9	20	20	0	0	16	0	0
3223	1304	4	20	20	100	20.0	9	0	0
3224	312	4	6	6	100	100.0	0	0	0
3225	770	3	20	20	100	50.0	0	0	0
3226	1265	6	20	20	100	5.0	9	100	11.0
3227	1954	5	20	20	100	85.0	14	100	78.0
3228	1942	5	20	20	100	99.0	10	100	98.0
3229	1976	6	20	20	83	78.0	10	83	74.0
3230	1980	3	20	20	66	100.0	15	66	100.0
3231	1724	7	20	20	42	38.333333333333336	7	14	100.0
3232	770	1	20	20	100	70.0	1	0	0
3233	190	3	5	5	100	100.0	0	0	0
3234	90	2	20	20	100	15.0	14	0	0
3235	1539	8	20	20	0	0	16	0	0
3236	294	1	6	6	100	100.0	1	100	100.0
3237	1739	6	20	20	100	51.666666666666664	17	100	55.166666666666664
3238	1991	6	20	20	100	75.0	18	100	72.0
3239	2007	15	20	20	100	90.0	13	100	84.0
3240	1979	11	20	20	100	89.0909090909091	18	100	87.27272727272727
3241	1976	8	20	20	100	92.5	15	100	89.625
3242	1835	6	20	20	100	85.0	12	100	75.0
3243	1034	2	20	20	100	30.0	7	100	28.0
3244	660	1	20	20	100	95.0	0	0	0
3245	52	1	2	2	100	100.0	0	0	0
3246	932	6	20	20	100	100.0	0	0	0
3247	1449	2	20	20	100	45.0	12	100	16.0
3248	1911	5	20	20	100	72.0	17	100	67.6
3249	1920	6	20	20	100	100.0	16	100	100.0
3250	890	2	20	20	100	50.0	7	100	100.0
3251	1076	1	20	20	100	35.0	8	0	0
3252	1852	4	20	20	100	5.0	14	100	7.0
3253	1924	8	20	20	0	0	14	0	0
3254	1811	15	20	20	0	0	16	0	0
3255	1087	1	20	20	100	55.0	5	0	0
3256	215	4	5	5	100	100.0	0	0	0
3257	860	1	20	20	100	100.0	0	0	0
3258	1780	4	20	20	0	0	12	0	0
3259	1723	2	20	20	100	5.0	17	100	5.0
3260	1417	2	20	20	100	15.0	16	100	18.0
3261	82	3	2	2	100	100.0	0	0	0
3262	525	5	20	16	100	12.0	13	0	0
3263	846	11	12	12	100	8.0	9	100	11.0
3264	1569	3	20	20	100	75.0	9	100	55.0
3265	2065	10	20	20	100	30.0	14	100	35.0
3266	2069	5	20	20	100	45.0	19	100	42.0
3267	2064	9	20	20	100	60.0	17	100	70.0
3268	2070	9	20	20	100	65.0	18	100	66.0
3269	2062	9	20	20	100	45.0	18	100	44.0
3270	2057	3	20	18	100	55.0	14	100	50.0
3271	1839	12	20	20	100	70.41666666666667	16	100	68.58333333333333
3272	1016	2	20	20	100	65.0	7	100	57.0
3273	105	5	3	3	100	100.0	0	0	0
3274	1128	1	20	20	100	45.0	5	100	40.0
3275	1367	6	20	20	0	0	11	0	0
3276	1940	8	20	20	0	0	11	0	0
3277	1686	8	20	20	0	0	12	0	0
3278	35	4	1	1	100	100.0	0	0	0
3279	1083	3	20	20	100	55.0	6	0	0
3280	1756	11	20	20	0	0	15	0	0
3281	1772	16	20	20	0	0	16	0	0
3282	774	2	15	15	100	26.0	4	0	0
3283	721	2	20	20	100	100.0	0	0	0
3284	772	2	20	20	100	100.0	0	0	0
3285	756	1	20	20	100	100.0	0	0	0
3286	777	2	20	20	100	100.0	0	0	0
3287	779	1	20	20	100	100.0	0	0	0
3288	839	1	20	20	100	100.0	0	0	0
3289	860	10	20	20	0	0	0	0	0
3290	992	5	20	20	0	0	0	0	0
3291	986	2	20	20	100	70.0	4	100	100.0
3292	1014	3	20	20	100	50.0	2	100	50.0
3293	1040	7	20	20	0	0	2	0	0
3294	1030	11	20	20	0	0	7	0	0
3295	1014	4	20	20	100	5.0	3	0	0
3296	1014	8	20	20	0	0	2	0	0
3297	1000	6	20	20	0	0	0	0	0
3298	1000	12	20	20	0	0	0	0	0
3299	1000	6	20	20	0	0	0	0	0
3300	1000	4	20	20	0	0	0	0	0
3301	992	13	20	20	0	0	0	0	0
3302	1000	21	20	20	0	0	0	0	0
3303	1000	9	20	20	0	0	0	0	0
3304	946	1	20	20	100	10.0	0	0	0
3305	983	3	20	20	100	10.0	1	0	0
3306	1000	7	20	20	0	0	0	0	0
3307	1000	5	20	20	0	0	0	0	0
3308	1000	8	20	20	0	0	0	0	0
3309	1018	2	20	20	100	5.0	1	0	0
3310	1496	10	20	20	0	0	0	0	0
3311	1509	4	20	20	0	0	5	0	0
3312	1581	10	20	20	0	0	4	0	0
3313	1612	7	20	20	0	0	12	0	0
3314	1581	5	20	20	0	0	2	0	0
3315	1620	10	20	20	0	0	2	0	0
3316	1612	7	20	20	0	0	1	0	0
3317	1620	5	20	20	0	0	4	0	0
3318	1588	6	20	20	0	0	5	0	0
3319	1543	1	20	20	100	5.0	9	100	11.0
3320	1499	4	20	20	100	10.0	11	100	18.0
3321	1612	13	20	20	0	0	2	0	0
3322	1620	8	20	20	0	0	2	0	0
3323	1620	13	20	20	100	5.0	5	100	20.0
3324	1604	8	20	20	0	0	7	0	0
3325	1612	12	20	20	0	0	8	0	0
3326	1573	4	20	20	0	0	4	0	0
3327	1620	9	20	20	0	0	2	0	0
3328	1612	4	20	20	0	0	3	0	0
3329	1612	11	20	20	0	0	4	0	0
3330	1566	5	20	20	100	5.0	7	100	14.0
3331	1518	1	20	20	100	5.0	9	100	11.0
3332	1612	5	20	20	0	0	4	0	0
3333	1620	10	20	20	0	0	2	0	0
3334	1547	6	20	20	0	0	11	0	0
3335	1620	11	20	20	0	0	4	0	0
3336	1612	4	20	20	0	0	2	0	0
3337	1588	8	20	20	0	0	9	0	0
3338	1600	3	20	20	100	6.666666666666667	5	100	26.666666666666668
3339	1612	10	20	20	0	0	1	0	0
3340	1620	3	20	20	0	0	0	0	0
3341	1558	3	20	20	100	10.0	12	100	16.0
3342	1589	5	20	20	100	5.0	7	100	14.0
3343	1604	3	20	20	0	0	6	0	0
3344	1573	6	20	20	0	0	12	0	0
3345	1565	2	20	20	0	0	9	0	0
3346	1620	15	20	20	0	0	4	0	0
3347	1620	15	20	20	0	0	1	0	0
3348	1588	12	20	20	0	0	10	0	0
3349	1589	11	20	20	100	10.0	8	100	25.0
3350	1598	6	20	20	100	10.0	5	100	40.0
3351	1583	3	20	20	100	15.0	7	100	42.0
3352	1581	6	20	20	100	5.0	9	100	11.0
3353	1620	5	20	20	0	0	0	0	0
3354	1598	2	20	20	100	10.0	11	100	18.0
3355	1620	10	20	20	0	0	5	0	0
3356	1596	9	20	20	0	0	7	0	0
3357	1620	9	20	20	0	0	5	0	0
3358	1588	12	20	20	0	0	9	0	0
3359	1566	4	20	20	100	5.0	5	0	0
3360	1589	4	20	20	100	5.0	7	100	14.0
3361	1605	4	20	20	100	5.0	5	100	20.0
3362	1620	12	20	20	100	5.0	6	100	16.0
3363	1612	14	20	20	0	0	3	0	0
3364	1526	3	20	20	100	15.0	11	100	27.0
3365	1604	11	20	20	0	0	6	0	0
3366	1620	13	20	20	0	0	6	0	0
3367	1532	2	20	20	100	5.0	5	100	20.0
3368	1620	8	20	20	0	0	5	0	0
3369	1588	10	20	20	0	0	4	0	0
3370	1620	9	20	20	0	0	3	0	0
3371	1543	3	20	20	100	5.0	7	0	0
3372	1597	9	20	20	100	5.0	5	100	20.0
3373	1610	6	20	20	66	5.0	9	66	11.0
3374	1530	6	20	20	100	5.0	13	100	7.0
3375	1620	7	20	20	0	0	2	0	0
3376	1612	5	20	20	0	0	3	0	0
3377	1620	9	20	20	0	0	3	0	0
3378	1620	8	20	20	0	0	2	0	0
3379	1620	11	20	20	0	0	6	0	0
3380	1620	7	20	20	0	0	2	0	0
3381	1620	12	20	20	0	0	3	0	0
3382	1558	6	20	20	100	26.666666666666668	15	100	22.0
3383	1531	15	20	20	100	85.0	3	100	33.0
3384	1558	2	20	20	100	100.0	8	100	100.0
3385	1620	12	20	20	100	95.0	3	100	66.0
3386	1604	10	20	20	100	80.0	12	100	91.0
3387	1597	3	20	20	100	5.0	6	100	16.0
3388	1597	4	20	20	100	5.0	7	100	14.0
3389	1612	13	20	20	0	0	1	0	0
3390	1590	4	20	20	100	10.0	2	0	0
3391	1581	5	20	20	100	5.0	10	100	10.0
3392	1588	8	20	20	0	0	7	0	0
3393	1604	8	20	20	100	5.0	4	100	25.0
3394	1620	14	20	20	0	0	0	0	0
3395	1565	3	20	20	100	10.0	5	100	40.0
3396	1612	7	20	20	0	0	5	0	0
3397	1597	3	20	20	100	5.0	6	100	16.0
3398	1589	2	20	20	100	10.0	9	100	22.0
3399	1604	12	20	20	0	0	4	0	0
3400	1572	4	20	20	0	0	6	0	0
3401	1612	13	20	20	0	0	7	0	0
3402	1620	5	20	20	0	0	3	0	0
3403	1604	7	20	20	0	0	3	0	0
3404	1612	6	20	20	0	0	4	0	0
3405	1591	5	20	20	100	15.0	8	100	37.0
3406	1597	1	20	20	100	5.0	6	100	16.0
3407	1620	9	20	20	0	0	0	0	0
3408	1604	4	20	20	0	0	3	0	0
3409	1620	5	20	20	0	0	6	0	0
3410	1572	10	20	20	0	0	11	0	0
3411	1620	11	20	20	0	0	1	0	0
3412	1612	7	20	20	0	0	4	0	0
3413	1620	10	20	20	0	0	3	0	0
3414	1532	9	20	20	0	0	12	0	0
3415	1607	5	20	20	20	5.0	4	20	25.0
3416	1620	12	20	20	0	0	0	0	0
3417	1604	13	20	20	0	0	7	0	0
3418	1604	10	20	20	0	0	4	0	0
3419	1580	6	20	20	0	0	7	0	0
3420	1597	3	20	20	100	5.0	8	100	12.0
3421	1613	8	20	20	100	5.0	6	100	16.0
3422	1604	12	20	20	0	0	8	0	0
3423	1605	5	20	20	100	5.0	5	100	20.0
3424	1620	10	20	20	0	0	1	0	0
3425	1620	12	20	20	0	0	2	0	0
3426	1620	11	20	20	0	0	3	0	0
3427	1606	4	20	20	100	10.0	7	100	14.0
3428	1621	6	20	20	100	5.0	4	100	25.0
3429	1612	15	20	20	0	0	4	0	0
3430	1535	3	20	20	100	5.0	4	100	25.0
3431	1504	8	20	20	0	0	5	0	0
3432	1512	9	20	20	0	0	4	0	0
3433	1495	5	20	20	0	0	2	0	0
3434	1420	8	20	20	0	0	2	0	0
3435	1420	7	20	20	0	0	0	0	0
3436	1390	5	20	20	100	10.0	10	100	20.0
3437	1396	6	20	20	0	0	11	0	0
3438	1420	8	20	20	0	0	1	0	0
3439	1415	8	20	20	0	0	2	0	0
3440	1285	15	20	20	0	0	3	0	0
3441	1220	2	20	20	0	0	4	0	0
3442	1014	3	20	20	100	5.0	3	0	0
3443	532	4	20	20	100	100.0	0	0	0
3444	540	4	20	20	100	100.0	0	0	0
3445	523	2	20	20	100	100.0	0	0	0
3446	548	9	20	20	100	100.0	0	0	0
3447	519	2	20	20	100	95.0	0	0	0
3448	543	1	20	20	100	90.0	0	0	0
3449	550	2	20	20	100	85.0	0	0	0
3450	540	3	20	20	100	100.0	0	0	0
3451	547	6	20	20	100	100.0	0	0	0
3452	540	4	20	20	100	100.0	0	0	0
3453	540	7	20	20	100	100.0	0	0	0
3454	554	1	20	20	100	100.0	0	0	0
3455	534	3	20	20	100	100.0	0	0	0
3456	535	1	20	20	100	100.0	0	0	0
3457	513	4	19	19	100	100.0	0	0	0
3458	1744	2	20	20	100	5.0	11	0	0
3459	1916	10	20	20	0	0	13	0	0
3460	136	1	15	11	100	9.0	9	0	0
3461	637	3	20	20	100	90.0	7	100	85.0
3462	1670	2	20	20	100	5.0	18	100	5.0
3463	1734	3	20	20	100	10.0	16	100	12.0
3464	1019	5	18	18	100	83.0	3	0	0
3465	1252	2	20	20	100	40.0	10	0	0
3466	1940	8	20	20	0	0	15	0	0
3467	477	18	6	6	0	0	5	0	0
3468	1055	2	20	20	100	10.0	15	0	0
3469	1707	4	20	20	100	5.0	19	100	5.0
3470	628	3	11	11	100	27.0	10	100	20.0
3471	1390	1	20	20	100	15.0	18	100	11.0
3472	1194	5	20	18	100	16.0	18	100	16.0
3473	803	1	13	13	100	30.0	4	0	0
3474	449	2	20	18	100	16.0	15	100	6.0
3475	800	1	16	12	100	91.0	6	100	100.0
3476	1315	2	20	20	100	60.0	7	100	28.0
3477	1614	2	20	20	100	7.5	18	50	5.0
3478	1611	5	20	20	0	0	20	0	0
3479	797	6	14	14	100	58.166666666666664	6	16	16.0
3480	966	2	20	20	100	85.0	1	100	100.0
3481	1688	6	20	20	100	5.0	11	0	0
3482	1819	4	20	20	100	25.0	17	100	23.0
3483	1440	3	20	20	100	5.0	15	100	6.0
3484	1372	3	20	20	100	25.0	16	100	31.0
3485	456	1	10	10	100	80.0	0	0	0
3486	1520	1	20	20	100	30.0	13	100	7.0
3487	1128	5	20	18	100	5.0	18	100	5.0
3488	346	8	4	4	100	25.0	4	100	25.0
3489	882	4	20	20	100	65.0	15	100	73.0
3490	505	2	20	20	100	35.0	7	100	100.0
3491	294	2	8	8	100	87.0	0	0	0
3492	260	2	20	16	100	25.0	11	0	0
3493	771	1	20	16	100	18.0	14	100	7.0
3494	150	3	3	3	100	100.0	0	0	0
3495	1016	1	20	20	100	100.0	0	0	0
3496	985	1	20	20	100	100.0	1	100	100.0
3497	1144	1	20	20	100	25.0	9	100	22.0
3498	1375	7	20	20	100	10.0	14	100	14.0
3499	1622	1	20	20	100	30.0	16	100	25.0
3500	1020	12	20	20	100	15.0	18	100	16.0
3501	112	11	2	2	100	50.0	1	0	0
3502	1058	1	20	20	100	30.0	9	0	0
3503	1849	5	20	20	100	5.0	13	100	7.0
3504	1866	6	20	20	100	10.0	19	100	10.0
3505	1900	13	20	20	0	0	16	0	0
3506	1819	12	20	20	0	0	14	0	0
3507	1015	1	20	20	100	65.0	6	0	0
3508	24	4	14	14	100	7.0	11	0	0
3509	1242	4	20	20	25	5.0	13	0	0
3510	1795	6	20	20	0	0	15	0	0
3511	1512	9	20	20	100	5.0	17	100	5.0
3512	200	1	5	5	100	100.0	0	0	0
3513	1154	1	20	20	100	35.0	10	0	0
3514	841	8	20	20	0	0	17	0	0
3515	1090	14	19	19	0	0	13	0	0
3516	720	15	20	20	0	0	19	0	0
3517	522	2	9	9	100	11.0	5	0	0
3518	240	1	20	12	100	8.0	8	0	0
3519	37	1	1	1	100	100.0	0	0	0
3520	478	2	20	20	100	40.0	7	100	57.0
3521	724	8	20	20	75	30.0	2	75	100.0
3522	697	4	20	20	100	25.0	3	100	100.0
3523	516	2	20	18	100	27.0	5	100	60.0
3524	760	7	20	20	100	19.285714285714285	6	71	56.0
3525	819	5	20	20	100	16.0	5	100	32.0
3526	818	5	20	20	100	38.0	9	100	72.6
3527	765	5	20	20	80	35.0	8	80	25.0
3528	938	2	20	20	100	40.0	10	100	80.0
3529	1176	1	20	20	100	65.0	8	100	62.0
3530	1612	4	20	20	100	100.0	8	100	100.0
3531	1416	6	20	20	100	61.666666666666664	13	100	69.0
3532	1503	1	20	20	100	100.0	9	100	100.0
3533	1603	3	20	20	100	98.33333333333333	7	100	95.0
3534	1568	2	20	20	100	100.0	16	100	100.0
3535	1573	5	20	20	100	100.0	15	100	100.0
3536	628	1	20	20	100	75.0	2	100	100.0
3537	231	1	8	8	100	87.0	0	0	0
3538	425	1	20	20	100	40.0	8	100	50.0
3539	596	3	20	20	100	60.0	1	100	100.0
3540	467	11	20	20	100	23.636363636363637	3	90	100.0
3541	495	1	20	18	100	44.0	5	100	60.0
3542	612	3	20	20	66	25.0	6	66	66.0
3543	771	1	20	20	100	70.0	8	100	62.0
3544	769	4	20	20	100	57.5	10	100	47.5
3545	669	2	20	20	100	37.5	6	50	50.0
3546	774	2	20	20	100	47.5	11	100	36.0
3547	1348	1	20	20	100	95.0	8	100	87.0
3548	1342	6	20	20	100	60.0	8	100	68.66666666666667
3549	1343	2	20	20	100	90.0	12	100	91.0
3550	1369	2	20	20	100	90.0	9	100	82.5
3551	1394	7	20	20	100	75.71428571428571	11	100	76.57142857142857
3552	1364	1	20	20	100	100.0	16	100	100.0
3553	1161	3	20	20	100	66.66666666666667	11	100	75.66666666666667
3554	836	4	20	20	100	95.0	0	0	0
3555	708	1	20	20	100	100.0	0	0	0
3556	492	4	14	14	100	100.0	0	0	0
3557	1300	2	20	20	100	75.0	7	100	28.0
3558	1962	5	20	20	100	59.0	19	100	57.6
3559	1819	3	20	20	100	88.33333333333333	20	100	88.33333333333333
3560	211	1	4	4	100	100.0	1	100	100.0
3561	321	3	15	13	100	7.0	10	0	0
3562	665	9	16	16	0	0	13	0	0
3563	494	8	18	16	0	0	13	0	0
3564	956	1	20	20	100	40.0	8	0	0
3565	1924	12	20	20	0	0	18	0	0
3566	1814	5	20	20	100	5.0	18	100	5.0
3567	1752	6	20	20	0	0	16	0	0
3568	578	1	13	13	100	30.0	2	100	100.0
3569	885	3	20	20	100	15.0	14	0	0
3570	1310	19	20	20	0	0	19	0	0
3571	279	1	7	7	100	71.0	2	0	0
3572	912	1	20	20	100	25.0	4	100	25.0
3573	1550	2	20	20	100	15.0	16	100	18.0
3574	1757	2	20	20	100	5.0	13	100	7.0
3575	1748	10	20	20	100	10.0	16	100	12.0
3576	1637	5	20	20	100	10.0	19	100	10.0
3577	920	1	11	11	0	0	4	0	0
3578	710	2	20	20	100	40.0	4	0	0
3579	1575	3	20	20	100	5.0	15	0	0
3580	1779	6	20	20	0	0	20	0	0
3581	1901	6	20	20	100	10.0	18	100	11.0
3582	701	11	13	13	0	0	10	0	0
3583	328	2	20	20	100	5.0	8	0	0
3584	1691	3	20	20	100	15.0	20	100	15.0
3585	1909	3	20	20	100	5.0	14	100	7.0
3586	1932	7	20	20	0	0	12	0	0
3587	1180	1	20	20	100	55.0	6	0	0
3588	40	12	1	1	100	100.0	0	0	0
3589	1414	2	20	20	100	5.0	18	100	5.0
3590	481	2	9	9	100	22.0	5	100	40.0
3591	422	2	20	16	100	31.0	8	0	0
3592	165	1	4	4	100	100.0	0	0	0
3593	386	21	13	11	100	9.0	9	0	0
3594	1065	2	20	20	100	25.0	16	100	12.0
3595	1925	8	20	20	100	5.0	18	100	5.0
3596	1863	3	20	20	100	15.0	19	100	15.0
3597	1031	4	19	15	100	33.0	6	0	0
3598	776	1	20	20	100	15.0	10	0	0
3599	1156	15	17	17	0	0	10	0	0
3600	877	4	20	20	100	10.0	18	100	11.0
3601	485	12	8	8	0	0	4	0	0
3602	922	2	20	20	100	65.0	6	0	0
3603	1148	4	18	18	0	0	12	0	0
3604	560	2	20	18	100	22.0	14	0	0
3605	275	17	4	4	0	0	3	0	0
3606	542	1	20	18	100	11.0	12	0	0
3607	116	2	2	2	100	100.0	0	0	0
3608	321	2	20	20	100	15.0	17	100	5.0
3609	159	7	2	2	0	0	2	0	0
3610	219	1	20	16	100	18.0	9	0	0
3611	823	10	14	12	0	0	11	0	0
3612	341	1	18	16	100	6.0	12	100	8.0
3613	745	18	19	13	100	23.0	8	100	12.0
3614	1648	3	20	20	100	70.0	14	100	64.0
3615	154	2	5	5	100	100.0	0	0	0
3616	99	3	19	15	0	0	11	0	0
3617	642	2	20	20	100	35.0	11	100	18.0
3618	1735	3	20	20	100	98.33333333333333	20	100	98.33333333333333
3619	1745	7	20	20	100	95.0	16	100	93.0
3620	584	2	9	9	100	55.0	9	100	55.0
3621	832	5	20	20	100	50.0	18	100	44.0
3622	2056	7	20	20	100	100.0	17	100	100.0
3623	1663	10	20	20	100	85.0	11	100	90.0
3624	692	2	14	12	100	83.0	0	0	0
3625	746	1	20	20	100	100.0	0	0	0
3626	709	1	20	20	100	100.0	0	0	0
3627	727	1	20	20	100	100.0	0	0	0
3628	651	1	20	20	100	100.0	0	0	0
3629	839	1	20	20	100	45.0	4	100	75.0
3630	1445	4	20	20	100	6.25	13	100	7.0
3631	1725	11	20	20	0	0	7	0	0
3632	1721	10	20	20	100	10.0	14	100	14.0
3633	1581	3	20	20	100	8.333333333333334	11	100	9.0
3634	1666	6	20	20	0	0	11	0	0
3635	1370	10	20	18	0	0	16	0	0
3636	1557	6	20	20	100	10.0	17	100	11.0
3637	1717	6	20	20	100	20.0	13	100	30.0
3638	1740	9	20	20	0	0	16	0	0
3639	1758	5	20	20	100	10.0	8	100	25.0
3640	1757	8	20	20	100	5.0	9	100	11.0
3641	1696	11	20	20	100	10.0	15	100	13.0
3642	1280	1	20	20	100	5.0	13	100	7.0
3643	969	3	20	20	100	88.33333333333333	7	100	100.0
3644	208	12	4	4	100	100.0	0	0	0
3645	356	5	20	20	100	30.0	16	100	25.0
3646	550	3	9	9	100	58.666666666666664	4	33	25.0
3647	525	2	20	14	100	14.0	10	0	0
3648	292	2	8	8	100	75.0	0	0	0
3649	1098	1	20	20	100	15.0	12	0	0
3650	1835	10	20	20	100	5.0	16	100	6.0
3651	1806	5	20	20	100	5.0	15	100	6.0
3652	870	1	17	17	100	47.0	5	0	0
3653	363	1	20	18	100	11.0	13	0	0
3654	224	1	5	5	100	20.0	1	0	0
3655	442	1	20	20	100	5.0	14	0	0
3656	1020	2	19	19	100	60.0	7	50	14.0
3657	531	1	20	18	100	16.0	13	100	7.0
3658	55	3	1	1	100	100.0	0	0	0
3659	528	2	20	20	100	10.0	12	0	0
3660	874	6	12	12	0	0	9	0	0
3661	681	1	20	20	100	15.0	16	0	0
3662	574	13	15	15	0	0	11	0	0
3663	1012	1	20	20	100	10.0	13	100	7.0
3664	986	7	16	14	0	0	11	0	0
3665	301	9	20	18	100	16.0	18	100	16.0
3666	238	1	6	4	100	50.0	0	0	0
3667	219	1	20	20	100	15.0	16	100	6.0
3668	759	2	13	13	100	42.0	6	100	33.0
3669	852	1	20	20	100	25.0	14	100	7.0
3670	1924	11	20	20	0	0	19	0	0
3671	637	6	10	10	0	0	7	0	0
3672	474	3	20	18	100	27.0	11	0	0
3673	59	1	2	2	100	100.0	0	0	0
3674	442	3	20	16	100	12.0	15	100	6.0
3675	52	2	1	1	100	100.0	1	100	100.0
3676	366	1	20	16	100	18.0	16	100	18.0
3677	45	5	1	1	100	100.0	0	0	0
3678	345	1	20	20	100	15.0	16	0	0
3679	2080	10	20	20	100	75.0	19	100	73.0
3680	2060	12	20	20	100	55.0	18	100	55.0
3681	2082	9	20	20	100	80.0	18	100	77.0
3682	2024	5	20	20	100	80.0	20	100	80.0
3683	1536	9	20	20	100	50.0	14	100	71.0
3684	1083	2	20	20	100	32.5	8	100	12.0
3685	1060	12	20	20	0	0	18	0	0
